GN|Bench|0	Louvain|GN|1	Infomap|GN|2	LLP|GN|0|3	LLP|GN|0.1|4	LLP|GN|0.2|5	LLP|GN|0.3|6	LLP|GN|0.4|7	LLP|GN|0.5|8	LLP|GN|0.6|9	LLP|GN|0.7|10	LLP|GN|0.8|11	LLP|GN|0.9|12	LLP|GN|1|13	Louvain|LFR|14	Infomap|LFR|15	LLP|LFR|0|16	LLP|LFR|0.1|17	LLP|LFR|0.2|18	LLP|LFR|0.3|19	LLP|LFR|0.4|20	LLP|LFR|0.5|21	LLP|LFR|0.6|22	LLP|LFR|0.7|23	LLP|LFR|0.8|24	LLP|LFR|0.9|25	LLP|LFR|1|26	GN|Bench|27	Louvain|GN|28	Infomap|GN|29	LLP|GN|0|30	LLP|GN|0.1|31	LLP|GN|0.2|32	LLP|GN|0.3|33	LLP|GN|0.4|34	LLP|GN|0.5|35	LLP|GN|0.6|36	LLP|GN|0.7|37	LLP|GN|0.8|38	LFR Bench|39	LLP|GN|0.9|40	LLP|GN|1|41	Louvain|LFR|42	Infomap|LFR|43	LLP|LFR|0|44	LLP|LFR|0.1|45	LLP|LFR|0.2|46	LLP|LFR|0.3|47	LLP|LFR|0.4|48	LLP|LFR|0.5|49	LLP|LFR|0.6|50	LLP|LFR|0.7|51	LLP|LFR|0.8|52	LLP|LFR|0.9|53	LLP|LFR|1|54	Louvain|GN|55	Infomap|GN|56	LLP|GN|0|57	LLP|GN|0.1|58	LLP|GN|0.2|59	LLP|GN|0.3|60	LLP|GN|0.4|61	LLP|GN|0.5|62	LLP|GN|0.6|63	LLP|GN|0.7|64	LLP|GN|0.8|65	LLP|GN|0.9|66	LLP|GN|1|67	Louvain|LFR|68	Infomap|LFR|69	LLP|LFR|0|70	LLP|LFR|0.1|71	LLP|LFR|0.2|72	LLP|LFR|0.3|73	LLP|LFR|0.4|74	LLP|LFR|0.5|75	LLP|LFR|0.6|76	LLP|LFR|0.7|77	LLP|LFR|0.8|78	LLP|LFR|0.9|79	LLP|LFR|1|80	Louvain|GN|81	Infomap|GN|82	LLP|GN|0|83	LLP|GN|0.1|84	LLP|GN|0.2|85	LLP|GN|0.3|86	LLP|GN|0.4|87	LLP|GN|0.5|88	LLP|GN|0.6|89	LLP|GN|0.7|90	LLP|GN|0.8|91	LLP|GN|0.9|92	LLP|GN|1|93	Louvain|LFR|94	Infomap|LFR|95	LLP|LFR|0|96	LLP|LFR|0.1|97	LLP|LFR|0.2|98	LLP|LFR|0.3|99	LLP|LFR|0.4|100	LLP|LFR|0.5|101	LLP|LFR|0.6|102	LLP|LFR|0.7|103	LLP|LFR|0.8|104	LLP|LFR|0.9|105	LLP|LFR|1|106	Louvain|GN|107	Infomap|GN|108	LLP|GN|0|109	LLP|GN|0.1|110	LLP|GN|0.2|111	LLP|GN|0.3|112	LLP|GN|0.4|113	LLP|GN|0.5|114	LLP|GN|0.6|115	LLP|GN|0.7|116	LLP|GN|0.8|117	LLP|GN|0.9|118	LLP|GN|1|119	Louvain|LFR|120	Infomap|LFR|121	LLP|LFR|0|122	LLP|LFR|0.1|123	LLP|LFR|0.2|124	LLP|LFR|0.3|125	LLP|LFR|0.4|126	LLP|LFR|0.5|127	LLP|LFR|0.6|128	LLP|LFR|0.7|129	LLP|LFR|0.8|130	LLP|LFR|0.9|131	LLP|LFR|1|132	Louvain|GN|133	Infomap|GN|134	LLP|GN|0|135	LLP|GN|0.1|136	LLP|GN|0.2|137	LLP|GN|0.3|138	LLP|GN|0.4|139	LLP|GN|0.5|140	LLP|GN|0.6|141	LLP|GN|0.7|142	LLP|GN|0.8|143	LLP|GN|0.9|144	LLP|GN|1|145	Louvain|LFR|146	Infomap|LFR|147	LLP|LFR|0|148	LLP|LFR|0.1|149	LLP|LFR|0.2|150	LLP|LFR|0.3|151	LLP|LFR|0.4|152	LLP|LFR|0.5|153	LLP|LFR|0.6|154	LLP|LFR|0.7|155	LLP|LFR|0.8|156	LLP|LFR|0.9|157	LLP|LFR|1|158	Louvain|GN|159	Infomap|GN|160	LLP|GN|0|161	LLP|GN|0.1|162	LLP|GN|0.2|163	LLP|GN|0.3|164	LLP|GN|0.4|165	LLP|GN|0.5|166	LLP|GN|0.6|167	LLP|GN|0.7|168	LLP|GN|0.8|169	LLP|GN|0.9|170	LLP|GN|1|171	Louvain|LFR|172	Infomap|LFR|173	LLP|LFR|0|174	LLP|LFR|0.1|175	LLP|LFR|0.2|176	LLP|LFR|0.3|177	LLP|LFR|0.4|178	LLP|LFR|0.5|179	LLP|LFR|0.6|180	LLP|LFR|0.7|181	LLP|LFR|0.8|182	LLP|LFR|0.9|183	LLP|LFR|1|184	Louvain|GN|185	Infomap|GN|186	LLP|GN|0|187	LLP|GN|0.1|188	LLP|GN|0.2|189	LLP|GN|0.3|190	LLP|GN|0.4|191	LLP|GN|0.5|192	LLP|GN|0.6|193	LLP|GN|0.7|194	LLP|GN|0.8|195	LLP|GN|0.9|196	LLP|GN|1|197	Louvain|LFR|198	Infomap|LFR|199	LLP|LFR|0|200	LLP|LFR|0.1|201	LLP|LFR|0.2|202	LLP|LFR|0.3|203	LLP|LFR|0.4|204	LLP|LFR|0.5|205	LLP|LFR|0.6|206	LLP|LFR|0.7|207	LLP|LFR|0.8|208	LLP|LFR|0.9|209	LLP|LFR|1|210	Louvain|GN|211	Infomap|GN|212	LLP|GN|0|213	LLP|GN|0.1|214	LLP|GN|0.2|215	LLP|GN|0.3|216	LLP|GN|0.4|217	LLP|GN|0.5|218	LLP|GN|0.6|219	LLP|GN|0.7|220	LLP|GN|0.8|221	LLP|GN|0.9|222	LLP|GN|1|223	Louvain|LFR|224	Infomap|LFR|225	LLP|LFR|0|226	LLP|LFR|0.1|227	LLP|LFR|0.2|228	LLP|LFR|0.3|229	LLP|LFR|0.4|230	LLP|LFR|0.5|231	LLP|LFR|0.6|232	LLP|LFR|0.7|233	LLP|LFR|0.8|234	LLP|LFR|0.9|235	LLP|LFR|1|236	Louvain|GN|237	Infomap|GN|238	LLP|GN|0|239	LLP|GN|0.1|240	LLP|GN|0.2|241	LLP|GN|0.3|242	LLP|GN|0.4|243	LLP|GN|0.5|244	LLP|GN|0.6|245	LLP|GN|0.7|246	LLP|GN|0.8|247	LLP|GN|0.9|248	LLP|GN|1|249	Louvain|LFR|250	Infomap|LFR|251	LLP|LFR|0|252	LLP|LFR|0.1|253	LLP|LFR|0.2|254	LLP|LFR|0.3|255	LLP|LFR|0.4|256	LLP|LFR|0.5|257	LLP|LFR|0.6|258	LLP|LFR|0.7|259	LLP|LFR|0.8|260	LLP|LFR|0.9|261	LLP|LFR|1|262	
3	2	90	10	14	10	15	10	14	16	18	21	13	25	2	90	4	12	8	9	12	15	20	22	13	14	24	3	2	90	8	10	8	13	13	17	15	21	15	6 	31	27	5	90	6	10	15	14	18	9	28	20	20	18	39	5	90	9	13	9	17	22	18	20	24	29	25	38	5	90	5	7	22	14	20	9	10	29	33	30	42	5	90	7	8	18	18	13	24	10	33	31	11	36	5	90	10	9	12	16	20	26	27	26	33	23	31	5	90	9	8	19	7	26	31	21	36	32	35	37	5	90	10	8	10	11	26	21	24	15	32	30	34	5	90	7	9	15	14	24	19	24	17	25	8	42	5	90	10	7	11	17	7	24	14	18	32	31	26	5	90	6	5	14	12	8	24	21	26	28	39	14	5	90	9	15	14	15	17	28	15	28	32	32	37	5	90	11	11	7	13	10	25	20	30	39	33	36	5	90	12	9	13	11	14	15	11	11	10	31	32	5	90	8	8	9	6	23	20	26	21	29	37	36	5	90	7	11	16	8	10	24	21	28	31	10	36	5	90	10	6	17	16	19	27	16	34	24	32	31	5	90	6	6	23	6	17	14	32	30	32	32	32	
3	2	91	10	17	10	18	10	16	22	20	20	16	26	2	91	4	12	8	14	16	14	17	22	13	16	23	3	2	91	8	10	7	15	13	14	16	24	14	6 	10	14	3	91	4	7	6	4	13	14	5	19	26	24	28	3	91	7	4	6	16	7	7	24	19	14	22	12	3	91	3	5	3	4	8	24	12	13	14	25	33	3	91	5	9	8	5	18	13	13	8	12	12	31	3	91	7	6	10	5	5	12	23	10	20	12	13	3	91	6	4	6	12	11	8	10	28	24	29	27	3	91	5	9	4	7	10	12	11	22	21	23	25	3	91	4	7	7	12	9	21	5	22	20	21	28	3	91	5	4	4	10	8	15	19	11	22	15	11	3	91	3	6	5	6	6	11	12	20	13	14	11	3	91	6	5	13	5	9	6	24	29	19	24	26	3	91	6	10	4	10	7	10	7	11	32	11	13	3	91	6	5	4	6	4	5	16	27	14	21	26	3	91	6	19	4	4	10	10	19	13	9	26	26	3	91	4	3	10	4	11	5	7	13	5	12	28	3	91	5	7	5	10	9	11	23	10	13	7	12	3	91	4	3	11	8	18	4	9	21	28	22	29	
3	2	92	10	16	12	17	12	16	18	19	19	9	21	2	92	4	11	8	9	17	14	17	22	15	16	19	3	2	92	10	10	8	10	12	12	17	17	13	2 	10	14	3	92	4	7	6	4	13	14	5	19	26	24	28	3	92	7	4	6	16	7	7	24	19	14	22	14	3	92	3	5	3	4	8	12	12	13	14	25	33	3	92	5	9	8	5	18	13	13	8	12	12	31	3	92	7	6	10	5	5	12	23	10	20	12	13	3	92	6	4	6	12	11	8	10	28	24	29	27	3	92	5	5	4	7	10	12	11	22	21	23	25	3	92	4	7	7	12	9	21	5	22	20	21	26	3	92	5	4	4	10	8	15	19	11	22	15	11	3	92	3	6	5	6	6	11	12	20	13	14	29	3	92	6	5	13	5	9	6	24	12	19	24	26	3	92	6	10	4	10	7	28	7	11	32	11	13	3	92	6	5	4	6	4	5	16	21	14	21	26	3	92	6	9	4	4	10	10	19	13	9	26	29	3	92	4	3	10	4	11	5	7	13	5	12	28	3	92	5	7	5	10	9	11	23	10	13	7	12	3	92	4	3	11	8	18	4	9	21	28	22	29	
3	2	93	10	16	12	17	12	16	23	20	24	17	29	2	93	6	12	13	10	12	14	17	23	16	20	26	3	2	93	10	10	10	13	15	12	18	20	16	2 	31	27	5	93	6	10	15	14	18	9	25	21	20	32	40	5	93	9	10	9	17	17	18	20	20	29	25	40	5	93	5	7	11	14	20	9	17	29	34	29	43	5	93	7	8	18	18	13	24	29	27	10	11	36	5	93	17	15	17	16	15	26	26	26	11	23	31	5	93	9	8	19	7	26	31	21	36	37	38	33	5	93	10	8	10	11	26	21	26	15	31	24	34	5	93	7	9	15	14	7	19	21	17	25	8	43	5	93	10	7	11	21	18	24	14	18	32	31	30	5	93	6	5	14	13	8	24	23	26	28	38	35	5	93	9	8	14	15	19	27	15	28	32	32	38	5	93	11	11	7	13	10	25	28	30	39	33	36	5	93	12	9	13	15	14	15	11	11	26	31	39	5	93	8	8	9	6	23	20	26	21	20	36	11	5	93	7	11	16	8	10	24	28	31	26	10	36	5	93	10	6	17	28	20	27	16	34	24	23	31	5	93	6	6	20	6	26	14	32	29	32	32	19	
3	2	94	10	15	11	15	10	14	16	19	18	15	27	2	94	4	12	10	9	11	13	19	21	20	17	17	3	2	94	8	12	7	10	12	15	21	24	13	6 	12	14	3	94	4	23	6	4	13	14	5	19	26	24	28	3	94	7	4	6	5	7	7	24	19	14	22	14	3	94	3	5	3	4	8	6	12	13	14	25	33	3	94	5	9	8	5	18	13	13	8	12	12	31	3	94	7	6	10	5	5	12	23	10	20	12	13	3	94	6	4	6	12	11	8	10	28	24	29	27	3	94	5	5	4	7	10	12	11	22	21	23	25	3	94	4	7	7	12	9	21	5	22	20	21	26	3	94	5	4	4	12	8	15	19	11	22	15	11	3	94	3	6	5	6	6	11	12	20	13	14	29	3	94	6	5	13	5	9	6	24	12	19	24	7	3	94	6	10	4	10	7	10	7	11	32	11	24	3	94	6	5	4	6	4	5	16	21	14	21	26	3	94	6	9	4	4	10	10	19	13	9	26	29	3	94	4	3	10	4	11	5	7	13	5	12	28	3	94	5	7	5	10	9	11	23	10	13	7	12	3	94	4	3	11	8	18	4	9	21	28	22	29	
3	2	95	10	16	11	16	10	16	20	20	23	16	21	2	95	5	11	8	9	12	14	17	23	22	16	19	3	2	95	8	10	9	13	18	14	18	21	15	2 	10	14	3	95	4	7	6	4	13	14	5	19	26	24	28	3	95	7	4	6	5	7	7	24	19	14	22	14	3	95	3	5	3	4	8	12	12	13	14	25	33	3	95	5	9	8	5	18	13	13	8	12	12	31	3	95	7	6	10	5	5	12	23	10	20	12	13	3	95	6	4	6	12	11	8	10	28	13	29	27	3	95	5	5	4	7	10	12	11	22	21	23	25	3	95	4	7	7	12	9	21	5	22	20	21	28	3	95	5	4	4	10	8	15	19	11	14	15	11	3	95	3	6	25	6	6	11	12	20	13	14	28	3	95	6	5	13	5	9	6	24	13	19	24	26	3	95	6	10	4	10	7	10	7	6	32	11	13	3	95	6	5	4	6	4	5	16	21	14	21	26	3	95	6	9	4	4	10	10	19	13	9	26	29	3	95	4	3	10	4	11	5	7	13	5	12	28	3	95	5	7	5	10	9	11	23	10	13	7	12	3	95	4	3	11	8	18	4	9	21	28	22	29	
4	3	96	15	21	15	19	15	21	24	26	25	20	30	3	96	8	14	14	15	18	17	21	24	23	21	27	4	3	96	12	15	11	17	19	18	22	26	22	2 	10	14	3	96	4	7	6	4	13	14	5	10	26	24	28	3	96	7	4	6	16	7	7	24	19	14	22	12	3	96	3	5	3	4	8	12	12	13	14	25	33	3	96	5	9	22	5	18	13	13	8	12	12	31	3	96	7	6	10	5	5	12	23	10	20	12	13	3	96	6	4	6	12	11	8	10	28	24	29	27	3	96	5	9	4	7	10	12	11	22	21	23	25	3	96	4	7	7	12	9	21	5	5	20	21	26	3	96	5	4	4	10	8	15	19	11	22	15	11	3	96	3	6	5	6	6	11	12	20	13	14	11	3	96	6	5	13	5	9	6	24	12	6	24	26	3	96	6	10	4	10	7	10	7	11	32	11	13	3	96	6	5	4	6	4	5	16	21	14	21	26	3	96	6	9	4	4	10	10	19	13	9	26	29	3	96	4	3	10	4	11	5	7	13	5	12	28	3	96	5	7	5	10	9	11	23	10	13	7	12	3	96	4	3	11	8	18	4	9	21	28	22	29	
4	3	97	15	22	16	19	16	22	25	27	26	21	31	3	97	8	14	15	16	19	18	22	25	24	22	28	4	3	97	12	15	12	18	19	19	23	26	23	2 	10	14	3	97	4	7	6	4	13	14	5	19	26	24	28	3	97	7	4	6	16	7	7	21	19	22	22	12	3	97	3	5	3	4	8	27	12	13	14	25	33	3	97	5	9	8	5	18	13	13	8	12	12	31	3	97	7	6	10	5	5	12	23	10	20	12	13	3	97	6	4	6	12	11	8	10	28	24	29	27	3	97	5	5	4	7	10	12	11	22	21	23	25	3	97	4	7	7	12	9	21	5	22	20	21	26	3	97	5	4	4	10	8	15	19	11	22	15	11	3	97	3	6	5	6	6	11	12	20	13	14	11	3	97	6	5	13	5	9	22	24	12	19	24	26	3	97	6	10	4	10	7	10	7	11	32	11	13	3	97	6	5	4	6	4	5	16	21	14	21	26	3	97	6	9	4	4	10	10	19	13	9	26	29	3	97	4	3	10	4	11	5	7	13	5	12	28	3	97	5	7	5	10	9	11	23	10	13	7	12	3	97	4	3	11	8	18	4	9	21	28	22	29	
4	3	98	15	23	17	19	17	23	26	28	27	20	32	3	98	8	14	16	15	20	19	23	26	23	23	29	4	3	98	13	15	13	18	19	20	19	27	24	2 	29	37	5	98	6	10	15	19	18	9	25	20	20	18	39	5	98	9	10	9	17	22	18	20	20	25	16	38	5	98	5	7	11	14	20	9	17	29	30	30	37	5	98	7	8	18	18	13	24	10	27	31	11	33	5	98	10	9	12	16	23	26	27	26	11	23	32	5	98	9	8	19	7	26	31	21	36	31	38	33	5	98	10	8	10	11	28	21	23	15	32	24	34	5	98	7	9	15	14	7	19	21	17	30	8	44	5	98	12	7	11	17	7	24	14	18	32	31	28	5	98	6	5	14	13	8	24	21	26	28	38	35	5	98	9	8	14	15	17	23	15	28	32	32	37	5	98	11	11	7	13	10	25	20	31	42	33	20	5	98	12	9	13	11	14	15	11	11	26	31	40	5	98	8	8	9	6	23	20	26	21	20	36	37	5	98	7	11	16	8	10	24	21	28	26	10	36	5	98	10	6	17	16	19	27	16	34	24	23	31	5	98	6	6	20	6	17	14	32	30	32	32	32	
4	3	99	15	23	17	19	16	24	25	26	27	22	32	3	99	8	14	15	15	19	18	23	25	24	22	29	4	3	99	12	15	14	19	19	19	22	28	22	6 	10	14	3	99	4	7	6	4	13	14	5	19	26	13	28	3	99	7	4	6	16	7	7	24	19	14	22	12	3	99	3	5	3	4	8	12	12	13	14	25	14	3	99	5	9	8	5	4	13	13	8	12	12	31	3	99	7	6	10	5	5	12	23	10	20	12	13	3	99	6	4	6	12	11	8	10	28	24	29	27	3	99	5	5	4	7	10	12	11	22	21	23	25	3	99	4	7	7	12	9	21	5	22	20	21	26	3	99	5	4	4	10	8	15	19	11	22	15	11	3	99	3	6	5	6	6	11	12	20	13	14	11	3	99	6	5	13	5	9	6	24	12	19	24	26	3	99	6	10	4	10	7	10	7	11	32	11	13	3	99	6	5	4	6	4	5	16	21	14	21	26	3	99	6	9	4	4	10	10	19	13	15	26	29	3	99	4	3	10	4	11	5	7	13	5	12	28	3	99	5	7	5	10	9	11	32	10	13	7	12	3	99	4	3	21	8	18	4	9	21	28	22	29	
4	3	100	15	24	15	19	16	21	26	29	28	20	33	3	100	8	14	16	15	18	17	23	24	25	23	30	4	3	100	12	15	13	19	20	20	22	29	24	2 	10	14	3	100	4	7	6	4	13	14	5	19	26	24	28	3	100	7	4	6	16	7	7	24	6	14	22	12	3	100	3	5	3	4	8	12	12	13	14	25	33	3	100	5	9	8	5	18	13	13	8	12	12	31	3	100	7	6	10	5	5	12	23	10	20	12	13	3	100	6	4	6	12	11	8	10	28	24	29	27	3	100	5	5	4	7	10	12	11	22	21	23	25	3	100	4	7	7	12	9	6	5	22	20	21	26	3	100	5	4	4	10	8	15	19	11	22	15	11	3	100	3	6	5	6	6	11	12	20	13	14	7	3	100	6	5	13	5	9	6	24	13	19	24	26	3	100	6	10	4	10	7	10	7	11	32	11	13	3	100	6	5	4	6	4	5	16	21	14	21	26	3	100	6	9	4	4	10	10	19	13	9	26	29	3	100	4	3	10	4	11	5	7	13	5	12	28	3	100	5	7	5	10	9	11	23	10	13	7	12	3	100	4	3	11	8	18	4	9	21	28	22	29	
4	3	101	15	22	18	19	16	24	25	26	26	23	30	3	101	8	14	14	17	18	18	21	25	26	24	31	4	3	101	14	15	13	18	20	19	24	28	25	2 	10	14	3	101	4	7	6	4	13	14	5	19	26	24	28	3	101	7	4	6	16	7	7	24	19	14	22	12	3	101	3	5	3	4	23	12	12	13	14	25	33	3	101	5	9	8	5	18	13	13	8	12	12	31	3	101	7	6	10	5	5	12	23	10	20	12	13	3	101	6	4	6	12	11	8	10	28	24	29	27	3	101	5	5	4	7	10	12	11	22	21	23	25	3	101	4	7	7	12	9	21	5	22	20	21	26	3	101	5	4	4	10	8	15	19	11	22	15	11	3	101	3	6	5	6	6	11	12	20	13	14	11	3	101	6	5	13	5	9	6	24	12	19	24	26	3	101	6	10	4	10	7	10	7	27	32	11	13	3	101	6	5	4	6	4	5	16	21	14	21	26	3	101	6	9	4	4	10	10	19	13	9	26	29	3	101	4	3	10	4	11	5	7	13	5	12	28	3	101	5	7	5	10	9	22	23	10	13	7	12	3	101	4	3	11	8	18	4	9	21	28	22	29	
4	3	102	15	23	16	19	16	22	26	27	25	21	31	3	102	8	14	15	16	19	17	22	27	23	22	29	4	3	102	12	15	13	18	19	18	22	26	24	2 	29	27	5	102	6	10	15	14	18	9	25	20	20	18	32	5	102	9	10	9	17	17	18	20	20	25	16	38	5	102	5	7	11	14	20	9	17	29	30	30	37	5	102	7	8	18	18	13	24	10	27	10	11	33	5	102	10	9	12	16	15	26	27	26	11	30	32	5	102	9	8	19	7	26	31	24	34	31	35	30	5	102	13	8	10	18	26	21	23	26	31	24	29	5	102	7	9	15	14	7	19	21	17	30	8	44	5	102	10	7	11	17	7	24	14	27	32	31	28	5	102	6	5	14	13	8	24	21	26	27	38	35	5	102	9	8	14	22	17	23	15	28	32	32	36	5	102	11	11	7	13	23	25	20	30	42	33	20	5	102	12	21	13	11	14	15	23	11	26	31	28	5	102	8	8	9	6	23	23	26	26	20	36	33	5	102	9	11	16	8	10	24	21	28	26	10	36	5	102	10	6	17	16	19	25	16	34	24	23	23	5	102	6	14	20	6	17	14	32	30	32	28	32	
4	3	103	15	21	18	19	16	25	27	29	29	24	33	3	103	8	15	16	15	18	20	24	28	27	23	32	4	3	103	12	15	13	18	21	20	25	30	26	6 	29	27	5	103	6	10	15	14	18	9	25	20	20	18	36	5	103	9	10	9	17	17	18	20	20	25	16	38	5	103	5	7	11	14	20	9	17	29	30	29	20	5	103	7	8	18	18	13	27	10	32	10	11	33	5	103	10	9	12	16	15	26	27	26	11	23	32	5	103	9	8	24	7	26	31	24	38	32	34	33	5	103	13	23	10	11	26	21	23	22	31	24	32	5	103	7	9	15	14	7	19	21	17	30	27	44	5	103	10	7	11	17	7	28	24	18	28	31	28	5	103	6	5	14	13	8	24	21	26	28	35	34	5	103	9	8	14	23	17	23	15	31	32	32	36	5	103	11	11	7	13	10	25	20	30	42	33	20	5	103	12	9	13	11	14	27	11	26	26	31	32	5	103	8	8	9	6	23	20	26	21	20	36	33	5	103	7	11	16	8	10	24	29	28	26	10	18	5	103	10	6	17	16	19	27	16	34	24	23	31	5	103	6	6	20	6	17	14	32	30	32	32	32	
4	3	104	15	25	16	19	16	26	28	29	27	22	34	3	104	8	16	15	17	19	18	25	24	24	22	28	4	3	104	15	15	13	18	22	20	26	27	22	6 	29	27	5	104	6	10	15	14	18	9	28	20	20	18	35	5	104	9	10	9	17	17	18	20	20	25	25	38	5	104	5	7	11	14	20	9	30	29	32	29	37	5	104	7	8	18	18	13	24	10	27	10	31	37	5	104	10	9	12	16	15	26	27	26	11	23	32	5	104	9	8	19	7	26	29	21	36	32	35	33	5	104	10	8	10	11	26	21	24	15	31	24	34	5	104	7	9	15	14	7	19	21	17	33	8	44	5	104	10	7	11	17	7	31	14	18	32	31	28	5	104	6	5	14	12	8	24	21	26	28	38	35	5	104	9	8	14	24	17	23	15	28	32	32	36	5	104	11	11	7	24	10	25	20	30	39	33	20	5	104	12	9	13	11	14	15	11	11	26	31	32	5	104	8	8	9	6	23	25	26	21	20	21	33	5	104	7	11	16	8	10	24	21	28	26	10	36	5	104	10	6	17	24	19	27	16	36	24	23	36	5	104	6	6	23	20	17	14	32	30	32	32	32	
4	3	105	15	21	18	19	15	25	25	30	29	22	34	3	105	9	14	17	15	18	20	24	29	28	21	32	4	3	105	14	15	13	20	20	20	24	29	25	6 	29	27	5	105	6	10	15	14	18	9	28	20	20	18	41	5	105	9	10	9	17	17	18	20	20	25	25	38	5	105	5	7	11	14	20	9	17	29	30	29	37	5	105	7	8	18	18	13	24	10	27	10	11	33	5	105	10	9	12	16	15	26	27	30	11	23	32	5	105	9	8	19	7	26	31	21	36	32	35	33	5	105	10	8	10	11	26	21	23	15	31	24	34	5	105	7	9	15	14	7	19	21	17	25	8	44	5	105	10	7	11	17	19	24	14	18	32	31	28	5	105	6	5	14	13	8	24	21	29	28	38	38	5	105	9	15	14	15	17	23	15	28	32	32	36	5	105	11	11	7	13	10	25	20	30	39	33	20	5	105	12	9	13	11	14	15	11	11	26	31	32	5	105	8	8	9	6	23	20	26	21	20	36	33	5	105	7	11	16	8	10	24	21	28	26	10	36	5	105	10	6	17	16	21	27	16	34	24	23	36	5	105	6	6	20	6	17	14	31	30	32	32	32	
4	3	106	15	22	17	19	16	23	25	28	27	25	30	3	106	8	14	14	15	19	18	21	25	26	24	33	4	3	106	12	15	12	18	22	19	27	26	23	6 	29	27	5	106	6	10	15	14	18	9	25	21	20	18	10	5	106	9	10	9	21	22	18	20	20	25	16	38	5	106	5	7	11	14	20	9	10	29	30	30	37	5	106	7	8	18	18	13	24	10	27	10	11	36	5	106	10	9	12	16	15	26	27	26	11	23	32	5	106	9	8	19	7	26	31	21	36	32	38	33	5	106	10	8	10	11	26	21	23	15	31	24	34	5	106	7	9	15	14	7	19	21	17	25	8	40	5	106	12	7	11	17	7	24	14	18	32	31	28	5	106	6	5	14	12	8	24	21	29	28	38	35	5	106	9	8	14	15	17	23	15	28	32	32	36	5	106	11	11	7	13	10	25	20	31	39	33	20	5	106	12	9	13	11	14	15	11	11	10	31	32	5	106	8	8	9	6	23	20	26	21	20	36	33	5	106	7	11	16	8	10	24	21	28	26	10	36	5	106	10	6	17	16	19	27	16	34	24	23	31	5	106	6	6	20	6	17	14	32	30	32	32	32	
4	3	107	15	22	19	19	16	22	26	27	28	25	35	3	107	8	14	15	16	19	18	22	27	26	24	28	4	3	107	16	15	14	18	23	19	22	30	26	6 	29	27	5	107	6	10	15	14	18	9	25	21	20	18	36	5	107	9	10	9	17	17	18	20	20	25	25	38	5	107	5	7	11	14	20	9	17	33	32	29	43	5	107	7	8	18	18	13	24	10	27	10	11	36	5	107	10	9	12	16	15	26	27	26	11	23	31	5	107	9	8	19	7	26	31	21	36	37	35	33	5	107	10	8	16	11	26	21	26	15	31	24	34	5	107	7	9	15	14	7	19	21	17	25	8	44	5	107	10	7	11	17	7	24	14	18	32	31	28	5	107	6	5	14	13	8	24	23	29	28	38	35	5	107	9	15	14	15	17	23	30	28	32	32	36	5	107	11	11	7	13	10	25	20	30	39	33	20	5	107	12	9	13	15	14	15	17	11	26	31	32	5	107	8	8	9	6	23	20	22	21	20	36	33	5	107	7	11	16	8	10	24	21	28	26	30	32	5	107	10	6	17	16	19	27	16	34	24	23	31	5	107	6	6	20	6	17	20	29	29	32	32	19	
4	3	108	15	22	18	19	16	27	25	26	26	23	33	3	108	8	14	14	15	18	18	24	25	29	21	31	4	3	108	12	15	13	18	22	21	27	29	26	6 	29	27	5	108	6	10	15	14	18	9	29	20	20	18	36	5	108	9	10	9	17	17	18	20	20	25	16	38	5	108	5	7	11	14	20	9	17	29	30	29	37	5	108	7	8	18	18	13	24	10	27	20	11	37	5	108	10	9	12	16	15	26	27	26	11	23	32	5	108	9	8	19	7	26	31	21	36	32	35	33	5	108	10	24	10	11	26	21	23	15	20	24	34	5	108	7	9	15	14	7	19	21	17	30	8	44	5	108	11	7	11	17	7	24	14	18	33	31	28	5	108	8	5	14	12	8	24	21	29	28	38	24	5	108	9	8	14	15	17	23	15	28	32	32	36	5	108	11	11	7	13	10	25	20	24	39	33	20	5	108	12	13	13	11	14	15	11	11	26	31	32	5	108	8	8	9	6	23	20	26	21	20	36	33	5	108	9	11	16	8	10	24	21	28	26	10	23	5	108	10	6	17	16	19	27	16	34	24	23	36	5	108	12	6	20	6	17	14	32	30	32	32	28	
4	3	109	15	22	16	20	16	22	25	27	28	22	31	3	109	8	14	14	16	19	18	26	27	25	22	30	4	3	109	15	15	13	18	19	20	23	27	22	6 	29	27	5	109	6	10	15	14	18	9	25	21	20	18	36	5	109	9	13	9	17	17	18	20	20	25	25	38	5	109	5	7	11	14	20	9	17	29	30	29	37	5	109	7	8	18	18	13	24	10	27	20	11	36	5	109	18	9	12	16	15	26	27	26	31	23	32	5	109	9	8	19	7	26	31	21	36	32	35	33	5	109	10	8	10	11	26	21	29	15	20	24	34	5	109	7	9	15	14	15	19	21	17	25	19	36	5	109	12	7	11	17	7	24	14	18	32	31	28	5	109	6	5	14	12	15	24	21	29	28	38	35	5	109	18	8	14	15	17	23	15	28	32	18	37	5	109	11	11	7	13	10	25	20	30	39	33	20	5	109	12	9	13	11	14	15	11	11	26	32	32	5	109	8	8	9	6	23	20	26	21	20	36	27	5	109	9	11	16	8	10	24	21	28	26	10	36	5	109	21	6	17	16	19	27	16	34	24	23	31	5	109	6	6	20	6	17	14	32	30	32	32	32	
